method,noise_sd_hu,subsample_stride,dose_scale,curve_nrmse,param_mre,realisation,data_loss,physics_loss
pinn_hybrid,25.0,4,0.5,0.4816536136989607,0.0661992629925361,6,842.9438333162726,0.00030600205005026226
amortized,25.0,4,0.5,0.47320486126053035,0.1261782350830751,6,,
closed_form,0.0,1,1.0,5.3052803732164045e-15,9.545967791755963e-15,7,,
deconvolution,0.0,1,1.0,9.06394602738787e-08,nan,7,,
pinn_hybrid,0.0,1,1.0,0.00010586433912494795,0.0003306050889324338,7,0.0008719142348374467,5.857282287515464e-07
amortized,0.0,1,1.0,0.027559734239616617,0.03992558253350784,7,,
closed_form,0.0,1,0.5,0.4999999999999995,3.2931917170670868e-15,7,,
deconvolution,0.0,1,0.5,0.5000000029002643,nan,7,,
pinn_hybrid,0.0,1,0.5,0.4999810208637806,0.00019218565560947046,7,0.00013506186010048824,7.3023542503847914e-09
amortized,0.0,1,0.5,0.48732400762940353,0.03992558253350784,7,,
closed_form,0.0,4,1.0,2.1062715673816976e-15,4.132301354488831e-15,7,,
deconvolution,0.0,4,1.0,0.0034521284324518595,nan,7,,
pinn_hybrid,0.0,4,1.0,0.0001170498255250777,0.0003272205942639591,7,0.0010374668892932071,4.4132520136881874e-07
amortized,0.0,4,1.0,0.021552738535589804,0.033773509496687046,7,,
closed_form,0.0,4,0.5,0.4999999999999981,3.7479390679535505e-15,7,,
deconvolution,0.0,4,0.5,0.5003731473669228,nan,7,,
pinn_hybrid,0.0,4,0.5,0.49997979925782243,0.00018937899948261936,7,0.0001322437646312284,1.0254193924304946e-08
amortized,0.0,4,0.5,0.49015373571234816,0.033773509496687046,7,,
closed_form,10.0,1,1.0,0.002643562783457978,0.006778336429091667,7,,
deconvolution,10.0,1,1.0,0.041747278502140814,nan,7,,
pinn_hybrid,10.0,1,1.0,0.006693565257998408,0.018417960516340776,7,93.76548764147888,1.917598691434328e-06
amortized,10.0,1,1.0,0.025442798632024834,0.05110328698268325,7,,
closed_form,10.0,1,0.5,0.4970580115655588,0.043705647617024675,7,,
deconvolution,10.0,1,0.5,0.4882762892202888,nan,7,,
pinn_hybrid,10.0,1,0.5,0.49542652290390077,0.019485391525813755,7,101.79079268730285,3.708583267092697e-05
amortized,10.0,1,0.5,0.48846506860446814,0.08773862601691411,7,,
closed_form,10.0,4,1.0,0.007224425869928159,0.014801022406301111,7,,
deconvolution,10.0,4,1.0,0.03554139552410598,nan,7,,
pinn_hybrid,10.0,4,1.0,0.013128923476996237,0.044742456419302766,7,92.49103051109707,6.048468019246121e-06
amortized,10.0,4,1.0,0.00963465352482951,0.04057307956797683,7,,
closed_form,10.0,4,0.5,0.5075871469190006,0.044955302272718406,7,,
deconvolution,10.0,4,0.5,0.5074444288826598,nan,7,,
pinn_hybrid,10.0,4,0.5,0.5066389442636803,0.10641974880079585,7,81.2864509767087,0.0001877000284375392
amortized,10.0,4,0.5,0.502157580952711,0.06240508452720988,7,,
closed_form,25.0,1,1.0,0.003561891688661246,0.012959250356934113,7,,
deconvolution,25.0,1,1.0,0.11706160522474866,nan,7,,
pinn_hybrid,25.0,1,1.0,0.013531575710750995,0.04140185159079693,7,577.2662895180945,8.482213229596397e-06
amortized,25.0,1,1.0,0.024967160489216808,0.054521886091152896,7,,
closed_form,25.0,1,0.5,0.5009799356020553,0.0034704825160157826,7,,
deconvolution,25.0,1,0.5,0.5125889812427981,nan,7,,
pinn_hybrid,25.0,1,0.5,0.49729503846236933,0.10411430845299605,7,639.7774207516305,0.0006508115882795625
amortized,25.0,1,0.5,0.5044425243450159,0.018260722377843944,7,,
closed_form,25.0,4,1.0,0.014888206946719471,0.05859315510667033,7,,
deconvolution,25.0,4,1.0,0.07873388810194622,nan,7,,
pinn_hybrid,25.0,4,1.0,0.017238735240653745,0.03753814964125893,7,477.68604893070625,1.4899310766614658e-07
amortized,25.0,4,1.0,0.0225888304633662,0.04099719322817454,7,,
closed_form,25.0,4,0.5,0.5118265565015572,0.06839817534312116,7,,
deconvolution,25.0,4,0.5,0.5124451236401538,nan,7,,
pinn_hybrid,25.0,4,0.5,0.5181336511143528,0.37873760741909235,7,255.8932656233474,0.003661284415194172
amortized,25.0,4,0.5,0.4735430518801383,0.12249628085684987,7,,
closed_form,0.0,1,1.0,5.3052803732164045e-15,9.545967791755963e-15,8,,
deconvolution,0.0,1,1.0,9.06394602738787e-08,nan,8,,
pinn_hybrid,0.0,1,1.0,0.00011211395788019292,0.00035095405348702135,8,0.0009697339119408053,5.358723204448505e-07
amortized,0.0,1,1.0,0.027559734239616617,0.03992558253350784,8,,
closed_form,0.0,1,0.5,0.4999999999999995,3.2931917170670868e-15,8,,
deconvolution,0.0,1,0.5,0.5000000029002643,nan,8,,
pinn_hybrid,0.0,1,0.5,0.4999794624238855,0.00018915594901420396,8,0.00013686316401277914,9.610851249610625e-09
amortized,0.0,1,0.5,0.48732400762940353,0.03992558253350784,8,,
closed_form,0.0,4,1.0,2.1062715673816976e-15,4.132301354488831e-15,8,,
deconvolution,0.0,4,1.0,0.0034521284324518595,nan,8,,
pinn_hybrid,0.0,4,1.0,9.85473902887077e-05,0.0002705165480539286,8,0.0007797044246967037,6.196741870115114e-07
amortized,0.0,4,1.0,0.021552738535589804,0.033773509496687046,8,,
closed_form,0.0,4,0.5,0.4999999999999981,3.7479390679535505e-15,8,,
deconvolution,0.0,4,0.5,0.5003731473669228,nan,8,,
pinn_hybrid,0.0,4,0.5,0.4999815856015484,0.00018478195883133886,8,0.00011857332132480231,6.470433335562088e-09
amortized,0.0,4,0.5,0.49015373571234816,0.033773509496687046,8,,
closed_form,10.0,1,1.0,0.006880611848152126,0.010261508737211041,8,,
deconvolution,10.0,1,1.0,0.0415635683775862,nan,8,,
pinn_hybrid,10.0,1,1.0,0.007112583353661578,0.013242688957506132,8,97.21337035419626,2.3689250985470915e-06
amortized,10.0,1,1.0,0.01818539764379993,0.027188325806227584,8,,
closed_form,10.0,1,0.5,0.5057698694661337,0.01950344573566519,8,,
deconvolution,10.0,1,0.5,0.5159549303190907,nan,8,,
pinn_hybrid,10.0,1,0.5,0.5059172759300574,0.023761603595462012,8,111.97489098145408,4.9406703378151467e-05
amortized,10.0,1,0.5,0.49129151461857595,0.02955090951963576,8,,
closed_form,10.0,4,1.0,0.009494016923909426,0.03851198679353315,8,,
deconvolution,10.0,4,1.0,0.038596945292679916,nan,8,,
pinn_hybrid,10.0,4,1.0,0.02187302279543656,0.03987804284697121,8,96.50642493436666,0.00019613949913354278
amortized,10.0,4,1.0,0.01143799418714619,0.022095558314442137,8,,
closed_form,10.0,4,0.5,0.4987479759964909,0.03544171685213043,8,,
deconvolution,10.0,4,0.5,0.48905376389226063,nan,8,,
pinn_hybrid,10.0,4,0.5,0.4993554044405514,0.0273035084261108,8,83.83475904095717,7.027273468108337e-05
amortized,10.0,4,0.5,0.4908920098643167,0.07857671907800023,8,,
closed_form,25.0,1,1.0,0.00854569693377041,0.01726649147817049,8,,
deconvolution,25.0,1,1.0,0.12361652902728114,nan,8,,
pinn_hybrid,25.0,1,1.0,0.028195080096380432,0.025260733357122957,8,667.1129165700246,0.0006041367217039257
amortized,25.0,1,1.0,0.02217211048730353,0.05596752949412601,8,,
closed_form,25.0,1,0.5,0.49796204382650366,0.08136174303414084,8,,
deconvolution,25.0,1,0.5,0.5195829677210149,nan,8,,
pinn_hybrid,25.0,1,0.5,0.49864742913425386,0.055405985970835056,8,695.9260360482928,2.863026991625974e-05
amortized,25.0,1,0.5,0.48612852737534584,0.06899302071723627,8,,
closed_form,25.0,4,1.0,0.010325107332618162,0.03539057175388535,8,,
deconvolution,25.0,4,1.0,0.09703662170927493,nan,8,,
pinn_hybrid,25.0,4,1.0,0.039664247393370974,0.08151700504392743,8,615.2341243827556,0.0005650112702271006
amortized,25.0,4,1.0,0.0314283974729444,0.07861478421958834,8,,
closed_form,25.0,4,0.5,0.5154404102721672,0.2966602832375903,8,,
deconvolution,25.0,4,0.5,0.509327479342068,nan,8,,
pinn_hybrid,25.0,4,0.5,0.5192207487070946,0.3151918021533576,8,378.05768098478615,0.000912725037848934
amortized,25.0,4,0.5,0.49723984812356115,0.331177750887741,8,,
closed_form,0.0,1,1.0,5.3052803732164045e-15,9.545967791755963e-15,9,,
deconvolution,0.0,1,1.0,9.06394602738787e-08,nan,9,,
pinn_hybrid,0.0,1,1.0,0.00010686762537111422,0.0003429337097676441,9,0.0009053671884778047,5.576858163926641e-07
amortized,0.0,1,1.0,0.027559734239616617,0.03992558253350784,9,,
closed_form,0.0,1,0.5,0.4999999999999995,3.2931917170670868e-15,9,,
deconvolution,0.0,1,0.5,0.5000000029002643,nan,9,,
pinn_hybrid,0.0,1,0.5,0.49997562716632327,0.00017238588939351708,9,0.00015443262157174628,1.7172707243946783e-08
amortized,0.0,1,0.5,0.48732400762940353,0.03992558253350784,9,,
closed_form,0.0,4,1.0,2.1062715673816976e-15,4.132301354488831e-15,9,,
deconvolution,0.0,4,1.0,0.0034521284324518595,nan,9,,
pinn_hybrid,0.0,4,1.0,0.00011163506497427326,0.0003097535516935764,9,0.0009644663683168933,4.854058220626384e-07
amortized,0.0,4,1.0,0.021552738535589804,0.033773509496687046,9,,
closed_form,0.0,4,0.5,0.4999999999999981,3.7479390679535505e-15,9,,
deconvolution,0.0,4,0.5,0.5003731473669228,nan,9,,
pinn_hybrid,0.0,4,0.5,0.4999770394300168,0.00018085374897687206,9,0.00013037389025123683,1.2547145988266878e-08
amortized,0.0,4,0.5,0.49015373571234816,0.033773509496687046,9,,
closed_form,10.0,1,1.0,0.005565279033396757,0.021151474312409213,9,,
deconvolution,10.0,1,1.0,0.04486123119984269,nan,9,,
pinn_hybrid,10.0,1,1.0,0.006712453539070605,0.009795114916375709,9,90.21277473784588,1.8699488421323762e-06
amortized,10.0,1,1.0,0.026415587746374904,0.058629104881955704,9,,
closed_form,10.0,1,0.5,0.5016444202301817,0.006157406491975215,9,,
deconvolution,10.0,1,0.5,0.5038123245018159,nan,9,,
pinn_hybrid,10.0,1,0.5,0.5013896308079172,0.01327998462319822,9,104.27876048693757,2.9136450963648303e-06
amortized,10.0,1,0.5,0.48858089732651533,0.06111319862992681,9,,
closed_form,10.0,4,1.0,0.0022294517873216717,0.0033877475778011507,9,,
deconvolution,10.0,4,1.0,0.02321475904502132,nan,9,,
pinn_hybrid,10.0,4,1.0,0.004633009522282301,0.008328358275615958,9,58.01402246450549,5.453100492505231e-06
amortized,10.0,4,1.0,0.027018413296956624,0.03950177148482579,9,,
closed_form,10.0,4,0.5,0.4865025077774736,0.04809072352634204,9,,
deconvolution,10.0,4,0.5,0.4881516886956347,nan,9,,
pinn_hybrid,10.0,4,0.5,0.4854294392922996,0.034717139674489306,9,91.06917662110553,6.8484847323732635e-06
amortized,10.0,4,0.5,0.4815413322067139,0.08266424242127064,9,,
closed_form,25.0,1,1.0,0.016085478231768223,0.0325031104367059,9,,
deconvolution,25.0,1,1.0,0.097999239093896,nan,9,,
pinn_hybrid,25.0,1,1.0,0.016497234542445862,0.0358990485189943,9,550.1106251628997,6.235147136089857e-06
amortized,25.0,1,1.0,0.013229887844127299,0.05617545677177979,9,,
closed_form,25.0,1,0.5,0.5011278412982234,0.1133782865661882,9,,
deconvolution,25.0,1,0.5,0.5056658489360639,nan,9,,
pinn_hybrid,25.0,1,0.5,0.5009240044045116,0.13602206449070364,9,667.0818394982522,6.350768869508445e-05
amortized,25.0,1,0.5,0.4978181190101004,0.0584698673998546,9,,
closed_form,25.0,4,1.0,0.031227956198934995,0.0553967495074574,9,,
deconvolution,25.0,4,1.0,0.11531343650007368,nan,9,,
pinn_hybrid,25.0,4,1.0,0.04867390201230891,0.022400420492740776,9,442.675673122677,0.0008434424400069013
amortized,25.0,4,1.0,0.01880630539828593,0.030307072520586162,9,,
closed_form,25.0,4,0.5,0.495157946575126,0.017849846313340453,9,,
deconvolution,25.0,4,0.5,0.4976328232289526,nan,9,,
pinn_hybrid,25.0,4,0.5,0.48860470064748673,0.12130761952931955,9,514.1525335029484,0.0010445000706157267
amortized,25.0,4,0.5,0.4903174493650564,0.03927823555084234,9,,
closed_form,0.0,1,1.0,5.3052803732164045e-15,9.545967791755963e-15,10,,
deconvolution,0.0,1,1.0,9.06394602738787e-08,nan,10,,
pinn_hybrid,0.0,1,1.0,0.00010471352298797247,0.0003322871063540933,10,0.0008634965681519759,5.955418203847354e-07
amortized,0.0,1,1.0,0.027559734239616617,0.03992558253350784,10,,
closed_form,0.0,1,0.5,0.4999999999999995,3.2931917170670868e-15,10,,
deconvolution,0.0,1,0.5,0.5000000029002643,nan,10,,
pinn_hybrid,0.0,1,0.5,0.49997842010526355,0.00017737899035218495,10,0.0001450981625262114,1.4347344824330305e-08
amortized,0.0,1,0.5,0.48732400762940353,0.03992558253350784,10,,
closed_form,0.0,4,1.0,2.1062715673816976e-15,4.132301354488831e-15,10,,
deconvolution,0.0,4,1.0,0.0034521284324518595,nan,10,,
pinn_hybrid,0.0,4,1.0,0.000100417538718761,0.0002760516552859401,10,0.0008027963214558183,5.955538955724778e-07
amortized,0.0,4,1.0,0.021552738535589804,0.033773509496687046,10,,
closed_form,0.0,4,0.5,0.4999999999999981,3.7479390679535505e-15,10,,
deconvolution,0.0,4,0.5,0.5003731473669228,nan,10,,
pinn_hybrid,0.0,4,0.5,0.49997755774199687,0.00016276002897387605,10,0.00013108625509261585,1.1856235621758881e-08
amortized,0.0,4,0.5,0.49015373571234816,0.033773509496687046,10,,
closed_form,10.0,1,1.0,0.004216270463252676,0.006584752699510993,10,,
deconvolution,10.0,1,1.0,0.040420774985985654,nan,10,,
pinn_hybrid,10.0,1,1.0,0.007041961446315656,0.011832553952548746,10,100.83302965632386,8.467542610975837e-07
amortized,10.0,1,1.0,0.032609922585710285,0.04728616251289452,10,,
closed_form,10.0,1,0.5,0.5012593177944918,0.019863275859562393,10,,
deconvolution,10.0,1,0.5,0.5005283299688863,nan,10,,
pinn_hybrid,10.0,1,0.5,0.5013513713849072,0.017494738170943918,10,83.66289769063016,2.1731603863134664e-06
amortized,10.0,1,0.5,0.48634803855169717,0.05235113330957293,10,,
closed_form,10.0,4,1.0,0.0032308901864545156,0.005468934513690424,10,,
deconvolution,10.0,4,1.0,0.03454920796963229,nan,10,,
pinn_hybrid,10.0,4,1.0,0.007355791706373002,0.021261701136231423,10,101.46630624292337,1.6590116974148448e-05
amortized,10.0,4,1.0,0.005573948650751909,0.019604583768413036,10,,
closed_form,10.0,4,0.5,0.5005900327953873,0.09468868994624832,10,,
deconvolution,10.0,4,0.5,0.49620517673285647,nan,10,,
pinn_hybrid,10.0,4,0.5,0.5005839098884177,0.08747601044695033,10,52.38163262499931,1.1407795635238861e-05
amortized,10.0,4,0.5,0.4896774957393499,0.13933540726060173,10,,
closed_form,25.0,1,1.0,0.013649519500592884,0.05890721789430636,10,,
deconvolution,25.0,1,1.0,0.10235428029678514,nan,10,,
pinn_hybrid,25.0,1,1.0,0.01576153371157049,0.04716453423294654,10,599.4142516165789,2.4861760624653863e-05
amortized,25.0,1,1.0,0.025023190749614514,0.06367630320484707,10,,
closed_form,25.0,1,0.5,0.5045000763904173,0.032221084340304115,10,,
deconvolution,25.0,1,0.5,0.517889998547321,nan,10,,
pinn_hybrid,25.0,1,0.5,0.5087184775097234,0.05424546769742089,10,581.554097672404,0.0003758554529436761
amortized,25.0,1,0.5,0.47406186839969816,0.08342348085017735,10,,
closed_form,25.0,4,1.0,0.030865997426806846,0.126730964429211,10,,
deconvolution,25.0,4,1.0,0.1135368477274423,nan,10,,
pinn_hybrid,25.0,4,1.0,0.04488977692433965,0.07063333418695043,10,567.0593400923894,0.0006162193979637161
amortized,25.0,4,1.0,0.034099882345911756,0.1485652110768147,10,,
closed_form,25.0,4,0.5,0.5126839129443493,0.06698350290280514,10,,
deconvolution,25.0,4,0.5,0.5026449336057429,nan,10,,
pinn_hybrid,25.0,4,0.5,0.5117476289670663,0.06997865569461634,10,505.61607578265387,0.00012896736339044427
amortized,25.0,4,0.5,0.5106678402223106,0.09573389610227047,10,,
closed_form,0.0,1,1.0,5.3052803732164045e-15,9.545967791755963e-15,11,,
deconvolution,0.0,1,1.0,9.06394602738787e-08,nan,11,,
pinn_hybrid,0.0,1,1.0,0.00010773816237865096,0.00034382428666465394,11,0.0009088346876222829,5.758812932922055e-07
amortized,0.0,1,1.0,0.027559734239616617,0.03992558253350784,11,,
closed_form,0.0,1,0.5,0.4999999999999995,3.2931917170670868e-15,11,,
deconvolution,0.0,1,0.5,0.5000000029002643,nan,11,,
pinn_hybrid,0.0,1,0.5,0.499979360190474,0.0001811590994474116,11,0.00014094172064591252,1.321531247512406e-08
amortized,0.0,1,0.5,0.48732400762940353,0.03992558253350784,11,,
closed_form,0.0,4,1.0,2.1062715673816976e-15,4.132301354488831e-15,11,,
deconvolution,0.0,4,1.0,0.0034521284324518595,nan,11,,
pinn_hybrid,0.0,4,1.0,9.634213212409211e-05,0.00026504168687249913,11,0.0007439798455063331,6.416226488151204e-07
amortized,0.0,4,1.0,0.021552738535589804,0.033773509496687046,11,,
closed_form,0.0,4,0.5,0.4999999999999981,3.7479390679535505e-15,11,,
deconvolution,0.0,4,0.5,0.5003731473669228,nan,11,,
pinn_hybrid,0.0,4,0.5,0.49997366784936226,0.00013998717649512114,11,0.00017049882216581345,3.568583428694324e-08
amortized,0.0,4,0.5,0.49015373571234816,0.033773509496687046,11,,
closed_form,10.0,1,1.0,0.0026448710118624915,0.00509123173835367,11,,
deconvolution,10.0,1,1.0,0.04248015732854366,nan,11,,
pinn_hybrid,10.0,1,1.0,0.0050750115223485315,0.01374912984777487,11,104.08562386803635,1.2653804218082539e-06
amortized,10.0,1,1.0,0.03344245722196409,0.051138559864498515,11,,
closed_form,10.0,1,0.5,0.5015477621360094,0.005911270359408721,11,,
deconvolution,10.0,1,0.5,0.5047492390607805,nan,11,,
pinn_hybrid,10.0,1,0.5,0.5028355490600105,0.03881493755082854,11,90.54375456933181,4.979189730806911e-05
amortized,10.0,1,0.5,0.4876981011054155,0.06159457498904393,11,,
closed_form,10.0,4,1.0,0.0025677606362021245,0.0106087680984937,11,,
deconvolution,10.0,4,1.0,0.02833095537098134,nan,11,,
pinn_hybrid,10.0,4,1.0,0.006852308795580759,0.019575618176751564,11,106.87281306742379,2.547545989550873e-05
amortized,10.0,4,1.0,0.019904940927660472,0.029796936542373552,11,,
closed_form,10.0,4,0.5,0.49874221823687137,0.00905159059949422,11,,
deconvolution,10.0,4,0.5,0.4933262706854438,nan,11,,
pinn_hybrid,10.0,4,0.5,0.495062671726125,0.04153773402366569,11,97.73277869192148,2.6010332719298195e-05
amortized,10.0,4,0.5,0.5086289030561687,0.04586473656933468,11,,
closed_form,25.0,1,1.0,0.005699601786373753,0.01585280210692107,11,,
deconvolution,25.0,1,1.0,0.09073341755640107,nan,11,,
pinn_hybrid,25.0,1,1.0,0.0061083791827565,0.02254330908694885,11,541.4934981499856,2.592712275194137e-07
amortized,25.0,1,1.0,0.03244902011579685,0.05625490372112667,11,,
closed_form,25.0,1,0.5,0.4889312932375625,0.05611715104903021,11,,
deconvolution,25.0,1,0.5,0.5075162784167293,nan,11,,
pinn_hybrid,25.0,1,0.5,0.4875403625845232,0.07300025882365466,11,714.2601340619759,1.1444870233205046e-05
amortized,25.0,1,0.5,0.4741405181998142,0.10749761097803154,11,,
closed_form,25.0,4,1.0,0.0216527965776635,0.06734601691092001,11,,
deconvolution,25.0,4,1.0,0.11092696547617761,nan,11,,
pinn_hybrid,25.0,4,1.0,0.0681616960465032,0.2317457566298442,11,480.6521437361903,0.002304535373103448
amortized,25.0,4,1.0,0.025248372824968855,0.046549280788319186,11,,
closed_form,25.0,4,0.5,0.48864146950414855,0.052688229441863084,11,,
deconvolution,25.0,4,0.5,0.5190718342229639,nan,11,,
pinn_hybrid,25.0,4,0.5,0.5041370658635979,0.1517288207078315,11,413.3948411170946,0.0007203544415969085
amortized,25.0,4,0.5,0.44302717043737805,0.20141779719781455,11,,
closed_form,0.0,1,1.0,5.3052803732164045e-15,9.545967791755963e-15,12,,
deconvolution,0.0,1,1.0,9.06394602738787e-08,nan,12,,
pinn_hybrid,0.0,1,1.0,9.991534617373003e-05,0.0003164661043280378,12,0.0007904869051710488,6.31159094884638e-07
amortized,0.0,1,1.0,0.027559734239616617,0.03992558253350784,12,,
closed_form,0.0,1,0.5,0.4999999999999995,3.2931917170670868e-15,12,,
deconvolution,0.0,1,0.5,0.5000000029002643,nan,12,,
pinn_hybrid,0.0,1,0.5,0.49997926538563636,0.00019703479574695792,12,0.00013569200688006523,8.785624656122975e-09
amortized,0.0,1,0.5,0.48732400762940353,0.03992558253350784,12,,
closed_form,0.0,4,1.0,2.1062715673816976e-15,4.132301354488831e-15,12,,
deconvolution,0.0,4,1.0,0.0034521284324518595,nan,12,,
pinn_hybrid,0.0,4,1.0,9.15181318072011e-05,0.00024310604346367543,12,0.0006686517493367637,6.924435521693711e-07
amortized,0.0,4,1.0,0.021552738535589804,0.033773509496687046,12,,
closed_form,0.0,4,0.5,0.4999999999999981,3.7479390679535505e-15,12,,
deconvolution,0.0,4,0.5,0.5003731473669228,nan,12,,
pinn_hybrid,0.0,4,0.5,0.49997500759938024,0.00015383943971219275,12,0.00014929878562547835,1.852103938133655e-08
amortized,0.0,4,0.5,0.49015373571234816,0.033773509496687046,12,,
closed_form,10.0,1,1.0,0.0036691531309283685,0.008177553604620934,12,,
deconvolution,10.0,1,1.0,0.03764853986282141,nan,12,,
pinn_hybrid,10.0,1,1.0,0.004993913077365996,0.006688459670105375,12,79.65854028848162,7.448367627961706e-06
amortized,10.0,1,1.0,0.03456650884450761,0.053099581872547263,12,,
closed_form,10.0,1,0.5,0.501503388827484,0.01685742955582425,12,,
deconvolution,10.0,1,0.5,0.5023782463862649,nan,12,,
pinn_hybrid,10.0,1,0.5,0.5009794736557962,0.023755387833545458,12,108.29399747673872,3.050777042363597e-07
amortized,10.0,1,0.5,0.48942225489441654,0.05957042586308089,12,,
closed_form,10.0,4,1.0,0.004175068726269805,0.010853491299991544,12,,
deconvolution,10.0,4,1.0,0.042801388758824256,nan,12,,
pinn_hybrid,10.0,4,1.0,0.010125274717904729,0.008993594229670294,12,111.07558232342807,4.9634968302043005e-05
amortized,10.0,4,1.0,0.015525694634585734,0.05216668636360745,12,,
closed_form,10.0,4,0.5,0.496284759568031,0.047067487603693565,12,,
deconvolution,10.0,4,0.5,0.504988730933669,nan,12,,
pinn_hybrid,10.0,4,0.5,0.4956502597628668,0.06647641217209409,12,111.49692528294503,8.747989215618146e-07
amortized,10.0,4,0.5,0.47118640111830346,0.10908335615811415,12,,
closed_form,25.0,1,1.0,0.005306752405798332,0.010263493716681126,12,,
deconvolution,25.0,1,1.0,0.11094245569755512,nan,12,,
pinn_hybrid,25.0,1,1.0,0.00747321389627036,0.016643521385445136,12,597.6689198908758,9.812080618909964e-07
amortized,25.0,1,1.0,0.054738465588905855,0.08635978826943719,12,,
closed_form,25.0,1,0.5,0.4914373687258691,0.08979069440386298,12,,
deconvolution,25.0,1,0.5,0.48550125463361166,nan,12,,
pinn_hybrid,25.0,1,0.5,0.48480267887592954,0.17320612975754252,12,559.9371419727034,0.00043837993638117683
amortized,25.0,1,0.5,0.5040950919754068,0.09209188715969045,12,,
closed_form,25.0,4,1.0,0.03629334635879421,0.12401019784064647,12,,
deconvolution,25.0,4,1.0,0.0894999115831687,nan,12,,
pinn_hybrid,25.0,4,1.0,0.05508763722977513,0.12696021249212064,12,788.274054080855,0.00022768471736659828
amortized,25.0,4,1.0,0.0885206440601617,0.14161290086515388,12,,
closed_form,25.0,4,0.5,0.5364855999111482,0.21968103332793382,12,,
deconvolution,25.0,4,0.5,0.5129063900569145,nan,12,,
pinn_hybrid,25.0,4,0.5,0.5370235823356375,0.14830829518175492,12,739.3415221697707,0.0008687970130908402
amortized,25.0,4,0.5,0.5471308650768963,0.3283234373534679,12,,
closed_form,0.0,1,1.0,5.3052803732164045e-15,9.545967791755963e-15,13,,
deconvolution,0.0,1,1.0,9.06394602738787e-08,nan,13,,
pinn_hybrid,0.0,1,1.0,0.00011057852207632886,0.00034146246835958013,13,0.0009465712862111683,4.768980543805556e-07
amortized,0.0,1,1.0,0.027559734239616617,0.03992558253350784,13,,
closed_form,0.0,1,0.5,0.4999999999999995,3.2931917170670868e-15,13,,
deconvolution,0.0,1,0.5,0.5000000029002643,nan,13,,
pinn_hybrid,0.0,1,0.5,0.4999847270848,0.00020553970139215296,13,0.00013301897057556154,3.5620729392560517e-09
amortized,0.0,1,0.5,0.48732400762940353,0.03992558253350784,13,,
closed_form,0.0,4,1.0,2.1062715673816976e-15,4.132301354488831e-15,13,,
deconvolution,0.0,4,1.0,0.0034521284324518595,nan,13,,
pinn_hybrid,0.0,4,1.0,9.936893616193663e-05,0.000277698286179022,13,0.0007981021072979468,6.001662346452076e-07
amortized,0.0,4,1.0,0.021552738535589804,0.033773509496687046,13,,
closed_form,0.0,4,0.5,0.4999999999999981,3.7479390679535505e-15,13,,
deconvolution,0.0,4,0.5,0.5003731473669228,nan,13,,
pinn_hybrid,0.0,4,0.5,0.4999726612583523,0.00021997476640753477,13,0.0002152447079114017,1.8908609611608503e-08
amortized,0.0,4,0.5,0.49015373571234816,0.033773509496687046,13,,
closed_form,10.0,1,1.0,0.00428755865603608,0.014333483956230466,13,,
deconvolution,10.0,1,1.0,0.04314034281141192,nan,13,,
pinn_hybrid,10.0,1,1.0,0.009592209006145666,0.0406622692760881,13,97.36992570424626,2.1109109707425647e-05
amortized,10.0,1,1.0,0.031599538512232066,0.0534283064598301,13,,
closed_form,10.0,1,0.5,0.5056336432521665,0.02463939165061067,13,,
deconvolution,10.0,1,0.5,0.5032702728380493,nan,13,,
pinn_hybrid,10.0,1,0.5,0.5054156993359668,0.026507998835455113,13,82.19943066484291,1.2375196455644448e-06
amortized,10.0,1,0.5,0.4946404444961822,0.06277413385308431,13,,
closed_form,10.0,4,1.0,0.004977852198959353,0.008690564032208276,13,,
deconvolution,10.0,4,1.0,0.03403103143894438,nan,13,,
pinn_hybrid,10.0,4,1.0,0.007161111624349274,0.019147660061569063,13,108.8310975910293,1.2890561637895355e-06
amortized,10.0,4,1.0,0.012926078401535852,0.024902845951548746,13,,
closed_form,10.0,4,0.5,0.5004361940204439,0.016317303366103552,13,,
deconvolution,10.0,4,0.5,0.5033966428511926,nan,13,,
pinn_hybrid,10.0,4,0.5,0.5012805593225362,0.07907614989419448,13,79.14440319697745,0.00036507729471876177
amortized,10.0,4,0.5,0.49077517993360403,0.029351414392529415,13,,
closed_form,25.0,1,1.0,0.004059302670209122,0.007144341255760767,13,,
deconvolution,25.0,1,1.0,0.10969445280057662,nan,13,,
pinn_hybrid,25.0,1,1.0,0.01802105156071163,0.04480596088310074,13,599.7132792083368,0.00016354121392843954
amortized,25.0,1,1.0,0.032806979590141755,0.05369677973894292,13,,
closed_form,25.0,1,0.5,0.49646487901199277,0.030892574090249515,13,,
deconvolution,25.0,1,0.5,0.5097290953939054,nan,13,,
pinn_hybrid,25.0,1,0.5,0.4978237823721886,0.054425533494205106,13,622.6759747351595,8.054853046409324e-06
amortized,25.0,1,0.5,0.4702022165592804,0.10738318296592712,13,,
closed_form,25.0,4,1.0,0.022092679231250814,0.0954561644779334,13,,
deconvolution,25.0,4,1.0,0.10032530319151206,nan,13,,
pinn_hybrid,25.0,4,1.0,0.03971830713068329,0.078034060850481,13,591.8947658389834,0.0006764595874727442
amortized,25.0,4,1.0,0.03498547321840299,0.14111615294564722,13,,
closed_form,25.0,4,0.5,0.4982446050872539,0.10601587589691766,13,,
deconvolution,25.0,4,0.5,0.4975901234211261,nan,13,,
